handle,problem,rating
Bodzio,Hulk,1
Bodzio,Team Olympiad,1
Bodzio,Dragons,1
Bodzio,I Wanna Be the Guy,1
Bodzio,Ilya and Bank Account,1
Bodzio,Fox And Snake,1
Bodzio,Young Physicist,1
Bodzio,Helpful Maths,1
Bodzio,Flag,1
philadam,Add One,1
philadam,Filling Shapes,1
philadam,The Great Julya Calendar,1
philadam,GCD Sum,1
philadam,Theatre Square,1
philadam,M-arrays,1
philadam,Max and Mex,1
philadam,Split it!,1
philadam,GCD of an Array,1
philadam,Planet Lapituletti,1
philadam,Anti-knapsack,1
philadam,Berland Crossword,1
philadam,Firewood,1
philadam,Spiciest Snek,1
philadam,FashionabLee,1
philadam,Watermelon,1
shipramathur,Backspace,1
shipramathur,Penalty,1
shipramathur,Reverse String,1
shipramathur,Digits Sum,1
shipramathur,Secret Santa,1
shipramathur,Maximum Cost Deletion,1
shipramathur,AquaMoon and Two Arrays,1
shipramathur,Just Eat It!,1
shipramathur,Air Conditioners,1
shipramathur,Customising the Track,1
shipramathur,Exciting Bets,1
shipramathur,Potion-making,1
shipramathur,Pashmak and Flowers,1
shipramathur,Two Bags of Potatoes,1
shipramathur,Array,1
shipramathur,Sum of 2050,1
shipramathur,Divisors of Two Integers,1
shipramathur,Number of Pairs,1
shipramathur,Game with string,1
shipramathur,Two Problems,1
shipramathur,Array Reodering,1
shipramathur,Divisor Subtraction,1
shipramathur,Mike and Children,1
shipramathur,Game of Life,1
shipramathur,I Hate 1111,1
shipramathur,Mean Inequality,1
shipramathur,Maximum Product,1
shipramathur,Berland Regional,1
shipramathur,Sequence Transformation,1
shipramathur,Replace and Keep Sorted,1
shipramathur,Palindrome Game (easy version),1
shipramathur,Sequence Pair Weight,1
shipramathur,Putting Bricks in the Wall,1
shipramathur,The Festive Evening,1
shipramathur,Interesting drink,1
shipramathur,Taxi,1
shipramathur,Flip the Bits,1
shipramathur,A-B Palindrome,1
shipramathur,Ania and Minimizing,1
shipramathur,New Theatre Square,1
shipramathur,Phoenix and Puzzle,1
shipramathur,Array Cancellation,1
shipramathur,Numbers on Whiteboard,1
shipramathur,Binary Removals,1
shipramathur,Restoring the Permutation,1
shipramathur,Tit for Tat,1
shipramathur,TMT Document,1
shipramathur,Yet Another Card Deck,1
shipramathur,Shifting Stacks,1
shipramathur,HQ9+,1
shipramathur,Cheap Travel,1
shipramathur,Even Odds,1
shipramathur,I Wanna Be the Guy,1
shipramathur,Expression,1
shipramathur,Puzzles,1
shipramathur,Dubstep,1
shipramathur,Game With Sticks,1
shipramathur,Lucky Division,1
shipramathur,String Task,1
shipramathur,Way Too Long Words,1
shipramathur,Wizard of Orz,1
shipramathur,Long Jumps,1
shipramathur,Cards for Friends,1
shipramathur,BowWow and the Timetable,1
shipramathur,Replacing Elements,1
shipramathur,Avoid Trygub,1
shipramathur,Cancel the Trains,1
shipramathur,Two Round Dances,1
slime_,Jury Meeting,1
slime_,Balanced Substring,1
slime_,Circle of Monsters,1
slime_,Devu and his Brother,1
slime_,Count Paths,1
slime_,Shaass and Lights,1
slime_,Applejack and Storages,1
slime_,Uncle Bogdan and Country Happiness,1
slime_,Captain Flint and Crew Recruitment,1
slime_,Array Walk,1
slime_,GameGame,1
slime_,Remainders Game,1
slime_,Min Path,1
slime_,String Transformation 1,1
slime_,Prefix Flip (Hard Version),1
slime_,Prefix Flip (Easy Version),1
slime_,Omkar and Completion,1
slime_,Choosing flowers,1
slime_,Dubious Cyrpto,1
slime_,Directing Edges,1
slime_,Replace by MEX,1
slime_,Solve The Maze,1
slime_,Trouble Sort,1
slime_,Park Lighting,1
slime_,Divide by Three,1
slime_,"Hacker, pack your bags!",1
slime_,The Meaningless Game,1
slime_,Simple Game,1
slime_,Jzzhu and Sequences,1
slime_,Round Table Knights,1
slime_,Vasya and Petya's Game,1
slime_,Towers,1
slime_,Semifinals,1
slime_,Trains,1
slime_,The World is a Theatre,1
slime_,Fox Dividing Cheese,1
slime_,Lucky Permutation Triple,1
slime_,Pair of Topics,1
slime_,Triangle,1
slime_,New Year Table,1
slime_,Problem for Nazar,1
slime_,Array Product,1
slime_,Cow and Snacks,1
slime_,Journey,1
slime_,Eternal Victory,1
slime_,Enemy is weak,1
slime_,Palindrome pairs,1
slime_,Queries for Number of Palindromes,1
slime_,Cow and Message,1
slime_,Enlarge GCD,1
slime_,A + B Strikes Back,1
slime_,National Project,1
slime_,Fill The Bag,1
slime_,Slime,1
slime_,Superhero Battle,1
slime_,Vasya and Triangle,1
slime_,1-2-K Game,1
slime_,Substring,1
slime_,Berland Beauty,1
slime_,Cram Time,1
slime_,Fight with Monsters,1
slime_,Dreamoon and Sums,1
slime_,Beaver,1
slime_,Array Sharpening,1
slime_,Even But Not Even,1
slime_,Fancy Number,1
slime_,Lexicography,1
slime_,Infinite Prefixes,1
slime_,Long Beautiful Integer,1
slime_,Vanya and Triangles,1
slime_,Vanya and Scales,1
slime_,Efim and Strange Grade,1
slime_,Fifa and Fafa,1
slime_,Masha and geometric depression,1
slime_,Product of Three Numbers,1
slime_,Parking Lot,1
slime_,Permute Digits,1
slime_,Kyoya and Colored Balls,1
slime_,Tennis Championship,1
slime_,Longest k-Good Segment,1
slime_,Soldier and Number Game,1
slime_,Counting Kangaroos is Fun,1
slime_,Flowers,1
slime_,Valid BFS?,1
slime_,Bear and Friendship Condition,1
slime_,Alyona and mex,1
slime_,Bad Luck Island,1
slime_,Oh Those Palindromes,1
slime_,Win or Freeze,1
slime_,Pashmak and Buses,1
slime_,Bag of mice,1
slime_,Gargari and Bishops,1
slime_,Gargari and Permutations,1
slime_,Good Substrings,1
slime_,Berry Jam,1
slime_,Cows and Sequence,1
slime_,Another Problem on Strings,1
slime_,Decreasing Debts,1
slime_,Diverse Matrix,1
slime_,Dice Tower,1
slime_,Xenia and Weights,1
slime_,Good Sequences,1
slime_,Cut and Paste,1
slime_,Azamon Web Services,1
slime_,Booking System,1
slime_,As Simple as One and Two,1
slime_,Make Them Odd,1
slime_,Ladder,1
slime_,Nearest Opposite Parity,1
slime_,Remove One Element,1
slime_,Three Friends,1
slime_,Shaass and Bookshelf,1
slime_,Arithmetic Progression,1
slime_,Little Girl and Maximum XOR,1
slime_,Bombs,1
slime_,Password,1
slime_,Beautiful Numbers,1
slime_,Hometask,1
slime_,Physics Practical,1
slime_,Ilya and Matrix,1
slime_,XOR and OR,1
slime_,Almost Arithmetical Progression,1
slime_,Palindrome Transformation,1
slime_,Mafia,1
slime_,Bubble Sort Graph,1
slime_,Learning Languages,1
slime_,Puzzles,1
slime_,Dragons,1
slime_,Word Capitalization,1
slime_,Boy or Girl,1
slime_,Interesting Array,1
slime_,King's Path,1
slime_,Colorful Graph,1
slime_,Zero Tree,1
slime_,Color the Fence,1
slime_,DZY Loves Sequences,1
slime_,Treasure,1
slime_,Renting Bikes,1
slime_,Greg and Graph,1
slime_,Psychos in a Line,1
slime_,Valera and Elections,1
slime_,Table Decorations,1
slime_,Everyone is a Winner!,1
slime_,A Game with Traps,1
slime_,Infinite Fence,1
slime_,Obtain Two Zeroes,1
slime_,Messy,1
slime_,Math Problem,1
slime_,Box,1
slime_,Harmonious Graph,1
slime_,Single Push,1
slime_,Yet Another Monster Killing Problem,1
slime_,Good Numbers (hard version),1
slime_,Plus from Picture,1
slime_,"Tokitsukaze, CSL and Stone Game",1
slime_,Tokitsukaze and Discard Items,1
slime_,Labs,1
slime_,Balanced Playlist,1
slime_,Balanced Removals (Harder),1
slime_,Balanced Rating Changes,1
slime_,Paint the Tree,1
slime_,The Football Season,1
slime_,AB-string,1
slime_,Standard Free2play,1
slime_,Save the Nature,1
slime_,Social Network (easy version),1
slime_,Social Network (hard version),1
slime_,Equalize Prices Again,1
slime_,Marcin and Training Camp,1
slime_,Anadi and Domino,1
slime_,Complete Tripartite,1
slime_,Primes and Multiplication,1
slime_,Filling the Grid,1
slime_,Polycarp and Div 3,1
slime_,Path Queries,1
slime_,Unstable String Sort,1
slime_,Cut 'em all!,1
slime_,Nikita and string,1
slime_,Mr. Kitayuta's Colorful Graph,1
slime_,Functions again,1
slime_,Woodcutters,1
slime_,Hacking Cypher,1
slime_,"White, Black and White Again",1
slime_,Divisibility by Eight,1
slime_,Letter,1
slime_,Weather,1
slime_,Block Adventure,1
slime_,BowWow and the Timetable,1
slime_,Cut Ribbon,1
slime_,Yet Another Subarray Problem,1
slime_,Array Splitting,1
slime_,Pillars,1
slime_,Suffix Structures,1
slime_,Recover it!,1
slime_,Lose it!,1
slime_,Dirty Deeds Done Dirt Cheap,1
slime_,Crazy Diamond,1
slime_,Born This Way,1
slime_,Ciel and Flowers,1
slime_,Substring Removal,1
slime_,Points on Line,1
slime_,Minimum number of steps,1
slime_,Kolya and Tanya ,1
slime_,Wet Shark and Bishops,1
slime_,Pashmak and Flowers,1
slime_,Lucky Numbers (easy),1
slime_,Bits,1
slime_,Vitamins,1
slime_,New Year's Eve,1
slime_,Chloe and the sequence ,1
slime_,Petr and a Combination Lock,1
slime_,Raising Bacteria,1
slime_,Kefa and Company,1
slime_,Winner,1
slime_,k-Tree,1
slime_,Bakery,1
slime_,NP-Hard Problem,1
slime_,Pairs,1
slime_,Circle Metro,1
slime_,Bicolored RBS,1
slime_,News Distribution,1
slime_,Dijkstra?,1
slime_,New Year Transportation,1
slime_,Photo of The Sky,1
slime_,Walking Between Houses,1
slime_,Vacations,1
slime_,Amr and Pins,1
slime_,A Tale of Two Lands,1
slime_,Exams,1
slime_,Kefa and Park,1
slime_,Two Substrings,1
slime_,Number of Ways,1
slime_,Two Arrays and Sum of Functions,1
slime_,Wonder Room,1
slime_,Almost All Divisors,1
slime_,Good String,1
slime_,Polycarp Training,1
slime_,Remainder,1
slime_,Cheap Travel,1
slime_,Given Length and Sum of Digits...,1
slime_,Boredom,1
slime_,T-primes,1
slime_,Xenia and Ringroad,1
slime_,Queue at the School,1
slime_,Taxi,1
slime_,Buttons,1
andreast12,Vasya and Book,1
andreast12,Coins,1
andreast12,Maximum of Maximums of Minimums,1
andreast12,Single Wildcard Pattern Matching,1
andreast12,Anton and Classes,1
andreast12,Making a String,1
andreast12,Salem and Sticks ,1
andreast12,Best Subsegment,1
andreast12,Double Cola,1
andreast12,Comparing Strings,1
andreast12,Card Constructions,1
andreast12,Initial Bet,1
andreast12,Yet Another Palindrome Problem,1
andreast12,T-primes,1
andreast12,cAPS lOCK,1
andreast12,Drinks,1
andreast12,Twins,1
andreast12,Taxi,1
andreast12,Calculating Function,1
andreast12,HQ9+,1
andreast12,Combinatorics Homework,1
andreast12,Regular Bracket Sequences,1
andreast12,Slay the Dragon,1
andreast12,Distinct Characters Queries,1
andreast12,Xor of 3,1
andreast12,Swaps,1
andreast12,Paint,1
andreast12,Boy or Girl,1
andreast12,Petya and Strings,1
andreast12,Next Round,1
JeffreyLC,Telepanting,1
JeffreyLC,Colors and Intervals,1
JeffreyLC,Array Differentiation,1
JeffreyLC,Backspace,1
JeffreyLC,Penalty,1
JeffreyLC,Falling Sand (Easy Version),1
JeffreyLC,Love-Hate,1
JeffreyLC,Phoenix and Socks,1
JeffreyLC,DMCA,1
JeffreyLC,Substrings Sort,1
JeffreyLC,Pekora and Trampoline,1
JeffreyLC,Balls of Steel,1
JeffreyLC,Chess Match,1
JeffreyLC,Used Markers,1
JeffreyLC,Array Rearrangment,1
JeffreyLC,Binary String Minimizing,1
JeffreyLC,Hexagons,1
JeffreyLC,Fruit Sequences,1
JeffreyLC,Carrots for Rabbits,1
JeffreyLC,Belted Rooms,1
JeffreyLC,Uncle Bogdan and Country Happiness,1
JeffreyLC,Special Permutation,1
JeffreyLC,Binary String Reconstruction,1
JeffreyLC,Inversion SwapSort,1
JeffreyLC,Integer Game,1
JeffreyLC,Element Extermination,1
JeffreyLC,Sign Flipping,1
JeffreyLC,Huawei Graph Mining Challenge,1
JeffreyLC,Quantum Classification - Dataset 3,1
JeffreyLC,"Distinguish Y, XZ, -Y and -XZ",1
JeffreyLC,Distinguish Rz(θ) from Ry(θ),1
JeffreyLC,"""Is the number divisible by 3?"" oracle",1
JeffreyLC,"""Is the bit string balanced?"" oracle",1
JeffreyLC,Lamps on a Circle,1
JeffreyLC,Ski Accidents,1
JeffreyLC,Prepare state |01⟩ + |10⟩ + |11⟩,1
JeffreyLC,Constructing the Dungeon,1
JeffreyLC,Spring Cleaning,1
JeffreyLC,CGCDSSQ,1
JeffreyLC,...And after happily lived ever they,1
JeffreyLC,Is it rated?,1
JeffreyLC,Kuroni and the Celebration,1
JeffreyLC,Kuroni and Impossible Calculation,1
JeffreyLC,Badges,1
JeffreyLC,Decoding of Integer Sequences,1
JeffreyLC,Another array reconstruction algorithm,1
JeffreyLC,Bernstein-Vazirani algorithm,1
JeffreyLC,Generate superposition of zero state and a basis state,1
JeffreyLC,Deutsch-Jozsa algorithm,1
JeffreyLC,Distinguish multi-qubit basis states,1
JeffreyLC,Cloning Toys,1
JeffreyLC,Suffix Structures,1
JeffreyLC,War of the Corporations,1
JeffreyLC,Saitama Destroys Hotel,1
JeffreyLC,Reconnaissance 2,1
JeffreyLC,Complete the Word,1
JeffreyLC,Table Tennis,1
JeffreyLC,High School: Become Human,1
JeffreyLC,ACM ICPC,1
JeffreyLC,Learning Languages,1
JeffreyLC,Save Luke,1
JeffreyLC,Christmas Spruce,1
JeffreyLC,Links and Pearls,1
JeffreyLC,Winner,1
JeffreyLC,Chocolate,1
JeffreyLC,Flowers,1
JeffreyLC,Woodcutters,1
JeffreyLC,Perfect Number,1
JeffreyLC,Soldier and Cards,1
JeffreyLC,Queue,1
JeffreyLC,Wet Shark and Odd and Even,1
JeffreyLC,"Devu, the Singer and Churu, the Joker",1
JeffreyLC,IQ test,1
JeffreyLC,Cut Ribbon,1
JeffreyLC,Twins,1
JeffreyLC,Stones on the Table,1
JeffreyLC,Nearly Lucky Number,1
JeffreyLC,Bit++,1
JeffreyLC,Watermelon,1
JeffreyLC,Cubes for Masha,1
JeffreyLC,Div. 64,1
JeffreyLC,The Eternal Immortality,1
JeffreyLC,Leha and another game about graph,1
JeffreyLC,The Meeting Place Cannot Be Changed,1
JeffreyLC,Paths in a Complete Binary Tree,1
JeffreyLC,Fire,1
JeffreyLC,Make a Permutation!,1
JeffreyLC,Marvolo Gaunt's Ring,1
JeffreyLC,Tom Riddle's Diary,1
JeffreyLC,Bitwise Formula,1
JeffreyLC,Numbers Joke,1
JeffreyLC,Minimal string,1
JeffreyLC,Tests Renumeration,1
JeffreyLC,Third Month Insanity,1
JeffreyLC,Fountains,1
JeffreyLC,Game of the Rows,1
JeffreyLC,Arpa and an exam about geometry,1
JeffreyLC,Vitya and Strange Lesson,1
JeffreyLC,Kirill And The Game,1
JeffreyLC,Interactive LowerBound,1
JeffreyLC,Driving Test,1
JeffreyLC,Karen and Test,1
JeffreyLC,"Hacker, pack your bags!",1
JeffreyLC,My pretty girl Noora,1
JeffreyLC,Multicolored Cars,1
JeffreyLC,Makes And The Product,1
JeffreyLC,The Meaningless Game,1
JeffreyLC,Okabe and Boxes,1
JeffreyLC,Black Square,1
JeffreyLC,Unimodal Array,1
JeffreyLC,An express train to reveries,1
JeffreyLC,Table Tennis Game 2,1
JeffreyLC,Dasha and Stairs,1
JeffreyLC,Taymyr is calling you,1
JeffreyLC,Maximal Binary Matrix,1
JeffreyLC,Sagheer and Nubian Market,1
JeffreyLC,Average Sleep Time,1
JeffreyLC,Masha and geometric depression,1
JeffreyLC,Sagheer and Crossroads,1
JeffreyLC,Anton and Fairy Tale,1
JeffreyLC,Andryusha and Colored Balloons,1
JeffreyLC,Functions again,1
JeffreyLC,Carrot Cakes,1
JeffreyLC,Not Afraid,1
JeffreyLC,Vicious Keyboard,1
JeffreyLC,k-th divisor,1
JeffreyLC,Anton and Chess,1
JeffreyLC,Blown Garland,1
JeffreyLC,PolandBall and Forest,1
JeffreyLC,Hongcow Builds A Nation,1
JeffreyLC,Bash's Big Day,1
JeffreyLC,Ilya and tic-tac-toe game,1
JeffreyLC,Arpa’s obvious problem and Mehrdad’s terrible solution,1
Nimi2000,Two Brackets,1
Nimi2000,Array Rearrangment,1
Nimi2000,Valerii Against Everyone,1
Nimi2000,A+B (Trial Problem),1
dhruva.chayapathy,Gregor and the Pawn Game,1
dhruva.chayapathy,Gregor and Cryptography,1
dhruva.chayapathy,Exciting Bets,1
dhruva.chayapathy,PizzaForces,1
dhruva.chayapathy,From Hero to Zero,1
dhruva.chayapathy,Wet Shark and Odd and Even,1
dhruva.chayapathy,Beautiful Matrix,1
dhruva.chayapathy,Way Too Long Words,1
dhruva.chayapathy,Watermelon,1
mustak1,Relatively Prime Pairs,1
mustak1,Greed,1
mustak1,Game,1
mustak1,Array Walk,1
mustak1,Game With Sticks,1
mustak1,BerOS file system,1
mustak1,Amr and Pins,1
mustak1,Heaters,1
mustak1,Vova and Train,1
mustak1,Two Substrings,1
mustak1,Sort the Array,1
mustak1,Sequence with Digits,1
mustak1,Interesting drink,1
mustak1,Balanced Array,1
mustak1,Alarm Clock,1
mustak1,Odd Selection,1
mustak1,Trouble Sort,1
mustak1,XXXXX,1
mustak1,Shuffle,1
mustak1,Common Subsequence,1
mustak1,Array Reconstructing,1
mustak1,Subarrays Beauty,1
mustak1,Matrix Game,1
mustak1,Mashmokh and Tokens,1
mustak1,Short Substrings,1
mustak1,Omkar and Last Class of Math,1
mustak1,Move Brackets,1
mustak1,Required Remainder,1
mustak1,Mahmoud and Ehab and the message,1
mustak1,Omkar and Completion,1
mustak1,Berland Poker,1
mustak1,Buying Shovels,1
mustak1,Number Game,1
mustak1,Fancy Fence,1
mustak1,CopyCopyCopyCopyCopy,1
mustak1,Yet Another Palindrome Problem,1
mustak1,Prefix Sum Primes,1
mustak1,Even Subset Sum Problem,1
mustak1,Pythagorean Triples,1
mustak1,Contest for Robots,1
mustak1,Dragons,1
mustak1,Design Tutorial: Learn from Math,1
mustak1,I Wanna Be the Guy,1
mustak1,Dubstep,1
mustak1,Arrival of the General,1
mustak1,Puzzles,1
mustak1,Expression,1
mustak1,Wrong Subtraction,1
mustak1,Motarack's Birthday,1
mustak1,Vanya and Lanterns,1
mustak1,Dreamoon and Stairs,1
mustak1,Sequence,1
mustak1,Numbers,1
mustak1,BowWow and the Timetable,1
mustak1,Divisors of Two Integers,1
mustak1,Cinema Line,1
mustak1,Initial Bet,1
mustak1,Chewbaсca and Number,1
mustak1,Temporarily unavailable,1
mustak1,Food Buying,1
mustak1,Array with Odd Sum,1
mustak1,Prime Subtraction,1
mustak1,Candies Division,1
mustak1,Fadi and LCM,1
mustak1,New Year and Naming,1
mustak1,cAPS lOCK,1
mustak1,Increasing Sequence,1
mustak1,Product of Three Numbers,1
mustak1,Bit++,1
mustak1,Collecting Coins,1
mustak1,Yet Another Meme Problem,1
mustak1,Equation,1
mustak1,Black Square,1
mustak1,Payment Without Change,1
mustak1,T-primes,1
mustak1,Nearly Lucky Number,1
mustak1,Distinct Digits,1
mustak1,HQ9+,1
mustak1,Creating a Character,1
mustak1,String Task,1
mustak1,Prefixes,1
mustak1,Queue,1
mustak1,Ania and Minimizing,1
mustak1,Dawid and Bags of Candies,1
mustak1,Drinks,1
mustak1,Bad Prices,1
mustak1,Laptops,1
mustak1,Brain's Photos,1
mustak1,Two Buttons,1
mustak1,Chat room,1
mustak1,Maximum in Table,1
mustak1,Three Problems,1
mustak1,Sasha and Sticks,1
mustak1,Double Cola,1
mustak1,Multiplication Table,1
mustak1,Cheap Travel,1
mustak1,Translation,1
mustak1,Boy or Girl,1
mustak1,Helpful Maths,1
mustak1,Taxi,1
mustak1,Even Odds,1
mustak1,Round House,1
mustak1,Theatre Square,1
mustak1,Watermelon,1
mustak1,Common Divisors,1
mustak1,Lucky Division,1
mustak1,Adjacent Replacements,1
lj00a,Dominant Indices,1
lj00a,Parsa's Humongous Tree,1
lj00a,Nastia Plays with a Tree,1
lj00a,Nastia and Nearly Good Numbers,1
lj00a,Blood Cousins,1
lj00a,Blood Cousins Return,1
lj00a,Tree Requests,1
lj00a,Baby Ehab Partitions Again,1
lj00a,Berland Regional,1
lj00a,Explorer Space,1
lj00a,Phoenix and Socks,1
lj00a,Phoenix and Towers,1
lj00a,Phoenix and Puzzle,1
lj00a,TMT Document,1
lj00a,GCD and MST,1
lj00a,Add One,1
lj00a,AND Sequences,1
lj00a,Short Task,1
lj00a,Education,1
lj00a,Corrupted Array,1
lj00a,Guide,1
lj00a,Cheap Kangaroo,1
lj00a,Epic Transformation,1
lj00a,Triangular Paths,1
lj00a,Going Home,1
lj00a,The Number of Pairs,1
lj00a,M-arrays,1
lj00a,Sequence and Swaps,1
lj00a,Two Brackets,1
lj00a,Xor Tree,1
lj00a,Kids Seating,1
lj00a,Bandit in a City,1
lj00a,Yet Another Bookshelf,1
lj00a,String Reversal,1
lj00a,String Deletion,1
lj00a,Numbers on Whiteboard,1
lj00a,Barrels,1
lj00a,Number of Apartments,1
lj00a,Decryption,1
lj00a,Bargain,1
lj00a,Kids' Play,1
lj00a,Arena of Greed,1
lj00a,"Rock, Paper, Scissors",1
lj00a,Symmetric Matrix,1
lj00a,Two Arrays,1
lj00a,Rock and Lever,1
lj00a,Sage's Birthday (hard version),1
lj00a,Killjoy,1
lj00a,Digit Game,1
lj00a,Balanced Bitstring,1
lj00a,Maximum Distributed Tree,1
lj00a,Mortal Kombat Tower,1
lj00a,Two Platforms,1
lj00a,Decrease the Sum of Digits,1
lj00a,Yet Another Array Restoration,1
lj00a,Big Vova,1
lj00a,Mere Array,1
lj00a,Omkar and Duck,1
lj00a,Omkar and Bed Wars,1
lj00a,Omkar and Waterslide,1
lj00a,Omkar and Infinity Clock,1
lj00a,Beautiful Sequence,1
lj00a,Colored Rectangles,1
lj00a,Good Subarrays,1
lj00a,Boboniu Chats with Du,1
lj00a,Boboniu Likes to Color Balls,1
lj00a,Lomsat gelral,1
lj00a,Binary String,1
lj00a,Cut and Paste,1
lj00a,Azamon Web Services,1
lj00a,Beautiful Numbers,1
lj00a,Everyone is a Winner!,1
lj00a,PIN Codes,1
lj00a,Infinite Fence,1
lj00a,Obtain Two Zeroes,1
lj00a,The least round way,1
lj00a,Maximum of Maximums of Minimums,1
lj00a,Spreadsheet,1
lj00a,Theatre Square,1
lj00a,Distinct Characters Queries,1
lj00a,Social Network (hard version),1
fegla,Too Many Segments (hard version),1
fegla,Disconnected Graph,1
fegla,Digit Tree,1
fegla,Hard Equation,1
fegla,K-th path,1
fegla,K-Item Shopping Spree,1
fegla,T9,1
fegla,K-Shift Array,1
fegla,Harry Potter and the Golden Snitch,1
fegla,Thief in a Shop,1
fegla,It's Time to Repair the Roads,1
fegla,Prefixes and Suffixes,1
fegla,Password,1
fegla,Petya the Hero,1
fegla,Meteors,1
fegla,Huawei Graph Mining Challenge,1
fegla,Maximal Independent Set,1
fegla,Sort the Numbers,1
fegla,Google Code Jam,1
fegla,Bear and Floodlight,1
fegla,Machine Works,1
fegla,Xenia and Tree,1
fegla,Xenia and Spies,1
fegla,Fastest Speedrun,1
fegla,Road Repairs,1
fegla,Connect and Disconnect,1
fegla,Arpa’s letter-marked tree and Mehrdad’s Dokhtar-kosh paths,1
fegla,Water Tree,1
fegla,Tree Requests,1
fegla,Lomsat gelral,1
fegla,Burning Bridges,1
fegla,Blood Cousins,1
fegla,Queries on the Tree,1
fegla,Frank Sinatra,1
fegla,Mushroom Scientists,1
fegla,Matrix,1
fegla,Frog Jumps,1
fegla,Weather Report,1
fegla,Peterson Polyglot,1
fegla,Broken Tree,1
fegla,Dominant Indices,1
fegla,Just Eat It!,1
fegla,T-Shirts,1
fegla,Hyperset,1
fegla,Decreasing Debts,1
fegla,Dice Tower,1
fegla,Portals,1
fegla,Fridge Lockers,1
fegla,Aerotaxi,1
fegla,Draconian Actions,1
fegla,Smart Strategies,1
fegla,Changing a String,1
fegla,Adnan and the Burned drivers,1
fegla,Ancient Prophesy,1
fegla,Fighting the Rajasi,1
fegla,Little Pony and Lord Tirek,1
fegla,Nagini,1
fegla,The Child and Sequence,1
fegla,Strip,1
fegla,Dominoes,1
fegla,Ring Road 2,1
fegla,New Language,1
fegla,After Two Hares,1
fegla,Books,1
fegla,Tests Preparation,1
fegla,It-miha,1
fegla,Bear and Forgotten Tree 3,1
fegla,Olesya and Rodion,1
fegla,Bear and Poker,1
fegla,Good Substrings,1
fegla,Fox And Names,1
fegla,Predict Outcome of the Game,1
fegla,The Last Hole!,1
fegla,Cycles,1
fegla,World Eater Brothers,1
fegla,Lucky Numbers,1
fegla,Main Sequence,1
fegla,Shifting,1
fegla,Sereja and Swaps,1
fegla,Sausage Maximization,1
fegla,BerDonalds,1
fegla,Blood Cousins Return,1
fegla,More Queries to Array...,1
fegla,Bubble Sort Graph,1
fegla,Rhombus,1
fegla,Color the Fence,1
fegla,Flying Saucer Segments,1
fegla,Bear and Raspberry,1
fegla,Choosing Balls,1
fegla,Circle of Numbers,1
fegla,Number Busters,1
fegla,Ksenia and Pan Scales,1
fegla,Sereja and Tree,1
fegla,Fractal,1
fegla,Tourist Problem,1
fegla,String,1
fegla,Petya and Tree,1
fegla,k-Multiple Free Set,1
fegla,Little Elephant and Shifts,1
fegla,Little Elephant and Array,1
fegla,Olympic Medal,1
fegla,MYSTERIOUS LANGUAGE,1
fegla,Broken checker,1
fegla,Help Caretaker,1
fegla,Digits Permutations,1
fegla,Literature Lesson,1
fegla,Cycle,1
fegla,Elevator,1
fegla,Lawnmower,1
fegla,Party,1
fegla,Double Happiness,1
fegla,Petr#,1
fegla,Grammar Lessons,1
fegla,Lucky Probability,1
fegla,Basketball Team,1
fegla,Buns,1
fegla,Choosing Laptop,1
fegla,Russian Roulette,1
fegla,Cthulhu,1
fegla,Testing Pants for Sadness,1
fegla,Sets,1
fegla,Big Maximum Sum,1
fegla,Points,1
fegla,Text Messaging,1
fegla,Notepad,1
fegla,Laser,1
fegla,Four Segments,1
fegla,Letter,1
fegla,Triangles,1
fegla,Letter A,1
fegla,Ball,1
fegla,Digital Root,1
fegla,Two Friends,1
fegla,Looking for Order,1
fegla,Obsession with Robots,1
fegla,Train and Peter,1
fegla,Defining Macros,1
fegla,Kalevitch and Chess,1
fegla,Follow Traffic Rules,1
fegla,Longest Regular Bracket Sequence,1
fegla,Mysterious Present,1
fegla,Watermelon,1
Chuqi,Mocha and Hiking,1
Chuqi,Nick and Array,1
Chuqi,Deleting Divisors,1
Chuqi,Connected Component on a Chessboard,1
Chuqi,Digits Sequence (Hard Edition),1
Chuqi,Challenging Cliffs,1
Chuqi,Broken Keyboard,1
Chuqi,Ball in Berland,1
Chuqi,Do Not Be Distracted!,1
Chuqi,Red and Blue Beans,1
Chuqi,GCD Sum,1
Chuqi,Split it!,1
Chuqi,Strange Partition,1
Chuqi,Valerii Against Everyone,1
Chuqi,Prime Square,1
Chuqi,Decimal,1
itskoi,I Hate 1111,1
itskoi,Sifid and Strange Subsequences,1
itskoi,Fair Division,1
itskoi,Team,1
itskoi,Way Too Long Words,1
itskoi,Watermelon,1
itskoi,Good Substrings,1
itskoi,Broken Keyboard,1
itskoi,Queue in the Train,1
itskoi,Rooms and Staircases,1
itskoi,Spreadsheet,1
itskoi,Equalize Prices Again,1
itskoi,Prime Subtraction,1
itskoi,Array K-Coloring,1
itskoi,Substring Removal,1
itskoi,Make It Connected,1
itskoi,Array Stabilization,1
itskoi,Farewell Party,1
itskoi,Views Matter,1
itskoi,A Compatible Pair,1
itskoi,Door Frames,1
itskoi,Sale,1
itskoi,Party Lemonade,1
itskoi,Christmas Spruce,1
itskoi,Browser,1
itskoi,Boxes Packing,1
itskoi,New Year and Counting Cards,1
itskoi,Garden,1
itskoi,Quadcopter Competition,1
itskoi,Photo Processing,1
itskoi,Ordering Pizza,1
